"id","stargazers_count","forks_count","watchers_count","open_issues_count","size","language","has_wiki","popular"
15975439,22513,2221,22513,40,1140,"JavaScript",1,0
18351848,22510,966,22510,15,1103,"JavaScript",0,0
47071941,22476,1942,22476,45,9308,"JavaScript",1,0
14158237,22460,1747,22460,139,16039,"JavaScript",1,0
5508088,22427,1445,22427,251,7404,"JavaScript",0,0
8768406,22370,1282,22370,42,8259,"JavaScript",0,0
4696595,22224,1556,22224,165,159,"JavaScript",1,0
33895378,22184,1945,22184,162,1959,"JavaScript",0,0
37153337,22120,1836,22120,156,95555,"JavaScript",0,0
21331090,22035,1334,22035,579,1500902,"JavaScript",1,0
2051226,22019,4341,22019,214,356,"JavaScript",1,0
39315600,22016,662,22016,102,20566382,"JavaScript",0,0
37246537,21915,1150,21915,193,5349,"JavaScript",1,0
1790564,21856,3182,21856,343,861850,"JavaScript",0,0
734934,21843,1938,21843,329,14791,"JavaScript",0,0
39122628,21689,1718,21689,5,1244,"JavaScript",1,0
22392639,21623,762,21623,127,73499,"JavaScript",0,0
86683265,21611,6698,21611,0,8904,"JavaScript",1,0
171072967,21606,4923,21606,32,6007,"JavaScript",0,0
299584778,21602,2642,21602,35,11233,"JavaScript",1,0
478584,21553,1770,21553,412,43914,"JavaScript",1,0
18964487,21454,8899,21454,0,5795,"JavaScript",1,0
50603846,21377,4821,21377,472,132095,"JavaScript",1,0
28249537,21284,1811,21284,59,3846,"JavaScript",0,0
5830987,21198,1510,21198,189,10197,"JavaScript",0,0
53256950,20902,1368,20902,76,3581,"JavaScript",0,0
16089035,20892,2964,20892,678,101083,"JavaScript",0,0
906022,20893,1313,20893,129,349791,"JavaScript",1,0
23141830,20856,864,20856,22,2471,"JavaScript",0,0
26820798,20850,1405,20850,57,14184,"JavaScript",0,0
30102273,20780,3638,20780,24,1524437,"JavaScript",0,0
68592809,20724,2065,20724,246,853,"JavaScript",1,0
70318556,20698,7236,20698,29,167078,"JavaScript",0,0
1135212071,20647,3251,20647,17,1144,"JavaScript",1,0
12670444,20624,2321,20624,128,15445,"JavaScript",1,0
62104779,20615,2863,20615,286,15158,"JavaScript",1,0
243546335,20567,1119,20567,125,1144678,"JavaScript",0,0
95412229,20450,7428,20450,320,1013,"JavaScript",1,0
304344049,20419,2243,20419,1018,34546,"JavaScript",0,0
11205780,20368,932,20368,4,1991,"JavaScript",0,0
124171501,20319,2036,20319,466,8393,"JavaScript",1,0
69798748,20279,1967,20279,49,1808,"JavaScript",1,0
7363211,20264,2192,20264,707,19074,"JavaScript",1,0
46622323,20194,1725,20194,3,749,"JavaScript",1,0
23044617,20167,667,20167,51,50094,"JavaScript",0,0
4467228,20093,805,20093,2,11055,"JavaScript",1,0
11829145,19932,1135,19932,184,7696,"JavaScript",1,0
45942274,19845,1981,19845,281,7893,"JavaScript",0,0
18477927,19844,1070,19844,203,2538,"JavaScript",1,0
48242990,19707,1884,19707,290,3571,"JavaScript",1,0
9690430,19637,2647,19637,342,5409,"JavaScript",1,0
125863507,19563,1158,19563,78,1668,"JavaScript",0,0
112150776,19552,575,19552,180,6806,"JavaScript",0,0
261279710,19504,1222,19504,322,49827,"JavaScript",0,0
115229134,19401,1185,19401,26,44436,"JavaScript",0,0
3122202,19373,2067,19373,286,67978,"JavaScript",1,0
172741073,19355,911,19355,386,82221,"JavaScript",0,0
79527893,19205,779,19205,14,6946,"JavaScript",0,0
50418153,19180,824,19180,63,920,"JavaScript",1,0
22475123,19010,1237,19010,313,32926,"JavaScript",1,0
29514104,18997,3114,18997,608,98188,"JavaScript",0,0
722534765,18997,2936,18997,40,161,"JavaScript",1,0
84703916,18975,3627,18975,9,228,"JavaScript",1,0
137583435,18958,2004,18958,35,15786,"JavaScript",1,0
15116946,18916,5004,18916,124,13142,"JavaScript",0,0
48576134,18910,1656,18910,558,6498,"JavaScript",1,0
368390355,18895,7259,18895,54,15938,"JavaScript",1,0
1097346685,18774,837,18774,24,14904,"JavaScript",1,0
29112049,18738,2296,18738,779,13772,"JavaScript",1,0
58327877,18720,469,18720,242,7980,"JavaScript",1,0
805461,18685,2516,18685,172,2682,"JavaScript",0,0
1126473386,18678,824,18678,47,1504,"JavaScript",0,0
17107479,18647,3202,18647,245,103035,"JavaScript",1,0
809601,18614,2044,18614,108,4533,"JavaScript",0,0
105036236,18448,1108,18448,165,6070,"JavaScript",1,0
3422939,18386,3260,18386,150,7103,"JavaScript",1,0
79779269,18350,3470,18350,171,23317,"JavaScript",1,0
93354260,18193,2086,18193,54,564896,"JavaScript",1,0
45646037,18169,1987,18169,807,2037869,"JavaScript",0,0
11081405,18166,1270,18166,195,473,"JavaScript",1,0
16986405,18146,1989,18146,279,22865,"JavaScript",1,0
309123651,18111,1455,18111,10,55497,"JavaScript",0,0
28748255,18060,1636,18060,6,22099,"JavaScript",1,0
1207300,18020,1942,18020,90,841,"JavaScript",1,0
92570536,18004,1133,18004,372,25292,"JavaScript",0,0
50586840,17994,981,17994,77,12246,"JavaScript",1,0
6256729,17953,4529,17953,16,1778,"JavaScript",1,0
59114705,17887,1585,17887,219,3076,"JavaScript",0,0
26195776,17811,561,17811,10,993,"JavaScript",1,0
25095239,17734,1710,17734,209,2904,"JavaScript",1,0
51840802,17654,951,17654,140,3402,"JavaScript",0,0
606762843,17644,856,17644,452,81258,"JavaScript",0,0
714074,17571,1507,17571,173,126271,"JavaScript",1,0
16652218,17554,1948,17554,167,227616,"JavaScript",1,0
1272424,17535,1430,17535,0,10623,"JavaScript",0,0
42488903,17505,4349,17505,341,922251,"JavaScript",1,0
132464395,154876,46154,154876,64,179210,"Java",1,1
561730219,125164,15043,125164,30,465040,"Java",0,1
206462776,107464,13532,107464,190,123199,"Java",1,1
22790488,93868,27369,93868,222,47543,"Java",1,1
127988011,83368,29680,83368,14,58728,"Java",1,1
6296790,80404,41885,80404,518,214021,"Java",1,1
151834062,78923,19247,78923,4,26643,"Java",0,1
160640094,76657,13956,76657,21,509807,"Java",1,1
507775,76511,25834,76511,5592,1597988,"Java",0,1
173228436,67104,7386,67104,1877,406971,"Java",1,1
63477660,65357,21057,65357,46,7347,"Java",0,1
81975372,64917,12913,64917,118,24462,"Java",1,1
1148753,59842,38868,59842,363,241595,"Java",1,1
44804216,53282,6359,53282,518,5124,"Java",1,1
20300177,51507,11151,51507,727,1356226,"Java",1,1
44662669,49548,4112,49548,3263,212300,"Java",1,1
7508411,48337,7597,48337,22,162976,"Java",1,1
8859474,48045,5489,48045,415,25489,"Java",1,1
159152904,45825,15900,45825,46,94468,"Java",1,1
4710920,41591,26491,41591,964,61543,"Java",1,1
126178683,38230,10221,38230,208,84422,"Java",0,1
19148949,38224,9042,38224,2190,21593,"Java",1,1
41889031,37793,3534,37793,1388,86485,"Java",1,1
9754983,37360,53654,37360,29,118975,"Java",1,1
146633589,37237,7634,37237,469,65547,"Java",1,1
332357698,36436,7866,36436,10,190204,"Java",1,1
709589487,36262,7875,36262,11,2340,"Java",1,1
267775629,36061,6444,36061,11,365053,"Java",1,1
149001365,35870,9403,35870,2,760622,"Java",0,1
70198875,35593,5435,35593,55,137398,"Java",0,1
11267509,35025,6179,35025,633,97800,"Java",1,1
1064563,34907,16259,34907,625,109251,"Java",1,1
110211147,34108,10976,34108,142,14194,"Java",1,1
7613257,34070,8673,34070,199,2333047,"Java",1,1
2562751,33914,9436,33914,3,243541,"Java",1,1
11125589,33845,8234,33845,2655,584889,"Java",0,1
120395176,33753,7617,33753,568,26334,"Java",1,1
64558143,33693,10670,33693,328,47329,"Java",0,1
137451403,32831,13269,32831,246,84925,"Java",1,1
49122742,32705,9058,32705,18,20104,"Java",1,1
2211243,32366,15104,32366,334,285141,"Java",0,1
728981719,31623,852,31623,146,36864,"Java",0,0
72907253,30623,12274,30623,17,1074,"Java",1,0
18723836,30298,7629,30298,2,74867,"Java",0,0
47023603,30047,11451,30047,80,39029,"Java",1,0
53127403,29748,10193,29748,155,57263,"Java",1,0
7587038,29649,7659,29649,1245,24253,"Java",1,0
283211901,29517,1578,29517,681,104693,"Java",1,0
112785414,29093,8509,29093,147,56646,"Java",1,0
131789494,29002,8152,29002,34,1069,"Java",1,0
13862381,28922,9444,28922,440,644215,"Java",0,0
2700159,28205,8597,28205,2354,93905,"Java",1,0
116237823,28105,10237,28105,214,8480,"Java",1,0
89822531,27191,3392,27191,99,1929878,"Java",0,0
114523184,26969,7016,26969,45,1191,"Java",1,0
204164353,26687,2552,26687,513,106613,"Java",0,0
148736243,26608,6607,26608,6,65716,"Java",1,0
133134007,26094,7478,26094,5677,969595,"Java",1,0
163387337,25965,8886,25965,879,31232,"Java",1,0
20587599,25941,13915,25941,328,543765,"Java",0,0
2700474,25684,6440,25684,2112,15513,"Java",1,0
154648112,25445,5407,25445,61,8004,"Java",1,0
8575137,25401,4564,25401,119,3909,"Java",0,0
656227652,25389,2776,25389,522,18790,"Java",1,0
20773773,25305,4442,25305,1844,1003810,"Java",1,0
1103607,25189,9463,25189,3594,171202,"Java",0,0
93152223,25172,4968,25172,341,274026,"Java",1,0
5373551,24999,6531,24999,332,1106876,"Java",1,0
45721011,24771,6639,24771,38,175597,"Java",0,0
108252892,24765,4374,24765,214,26864,"Java",1,0
5070389,24740,4651,24740,147,1742,"Java",1,0
6766558,24458,4696,24458,56,9828,"Java",1,0
15823460,24306,5497,24306,274,34853,"Java",1,0
3766706,24258,3907,24258,82,340149,"Java",0,0
32538871,24245,4428,24245,339,13900,"Java",0,0
335164964,23764,4071,23764,71,320774,"Java",0,0
6834703,23604,802,23604,545,340,"Java",1,0
320785435,23416,3548,23416,5,21605,"Java",1,0
719980575,23277,5706,23277,64,15707,"Java",1,0
217943361,23129,4250,23129,0,103137,"Java",0,0
128018428,23104,8149,23104,841,8599,"Java",1,0
149121954,22757,6309,22757,430,1432798,"Java",0,0
391055597,22473,13250,22473,647,101640,"Java",1,0
75164823,22408,11984,22408,287,45860,"Java",1,0
161757837,21939,7365,21939,10,7511,"Java",0,0
20818126,21922,6016,21922,632,483311,"Java",0,0
49662222,21546,1788,21546,824,498260,"Java",0,0
75277003,21531,6226,21531,203,345974,"Java",1,0
73614722,21430,4323,21430,14,363718,"Java",1,0
13404515,21091,3012,21091,530,5042,"Java",1,0
49876476,20707,6904,20707,324,688997,"Java",1,0
144705602,20426,3190,20426,274,58616,"Java",1,0
8205602,20416,12936,20416,206,158595,"Java",1,0
126365965,20219,7327,20219,46,24604,"Java",1,0
148496687,20084,6170,20084,46,1813,"Java",1,0
23095954,20050,2941,20050,1,1052,"Java",0,0
2489216,19958,5782,19958,166,5680901,"Java",0,0
7010724,18963,5418,18963,215,114117,"Java",1,0
45363955,18914,2985,18914,3,232370,"Java",1,0
5084750,18850,3919,18850,225,16896,"Java",0,0
501687,18812,3428,18812,1056,70649,"Java",0,0
184611677,18774,4712,18774,4,50307,"Java",1,0
237940592,18744,2888,18744,102,9691,"Java",1,0
85371262,18570,4521,18570,49,1297950,"Java",1,0
74359442,18401,2272,18401,239,73489,"Java",1,0
5901900,18291,3964,18291,15,10129,"Java",1,0
87624870,17961,7988,17961,50,582,"Java",1,0
67481986,17679,3358,17679,556,7220,"Java",1,0
27954927,17586,1681,17586,1,110919,"Java",1,0
2993595,17434,3281,17434,18,15503,"Java",0,0
4576305,17426,3105,17426,169,77861,"Java",1,0
168500397,17422,2849,17422,72,9626,"Java",1,0
65987043,17346,4442,17346,121,32051,"Java",1,0
190964861,17271,3726,17271,19,6616,"Java",1,0
75643096,17241,3229,17241,786,183435,"Java",0,0
117965972,17169,5665,17169,1355,22958,"Java",1,0
31533997,17153,3748,17153,259,79998,"Java",1,0
2862290,16929,6034,16929,460,27133,"Java",1,0
174765647,16888,4303,16888,37,24052,"Java",1,0
19257422,16852,1560,16852,822,1675147,"Java",0,0
17804584,16758,4008,16758,19,149,"Java",0,0
482520194,16752,4353,16752,149,101502,"Java",1,0
69953445,16693,7273,16693,81,41267,"Java",1,0
5349565,16685,5531,16685,2863,274028,"Java",1,0
81057842,16591,7095,16591,54,407,"Java",1,0
6650539,16296,2587,16296,188,693197,"Java",1,0
709588939,16244,3469,16244,14,264,"Java",1,0
982587624,16227,1401,16227,39,86567,"Java",0,0
112717963,15981,2523,15981,158,49794,"Java",1,0
66179765,15781,4828,15781,68,34384,"Java",1,0
139914932,15595,3128,15595,2656,480139,"Java",1,0
23112526,15547,3283,15547,144,5191,"Java",1,0
23418517,15524,9212,15524,130,606118,"Java",0,0
25201361,15479,1224,15479,100,648700,"Java",0,0
6207167,15429,2651,15429,481,49760,"Java",1,0
99919302,15210,3753,15210,910,1299907,"Java",1,0
62117812,15193,3715,15193,1662,261479,"Java",1,0
32844456,15058,2477,15058,245,56989,"Java",1,0
163721192,15053,3952,15053,0,43760,"Java",1,0
231921809,15012,657,15012,146,334620,"Java",1,0
36817565,14985,2535,14985,852,201585,"Java",1,0
16446099,14931,1277,14931,289,33930,"Java",0,0
156317154,14862,948,14862,0,233243,"Java",1,0
1090311,14831,3497,14831,2227,133920,"Java",0,0
1911523,14657,2102,14657,221,125160,"Java",1,0
919161,14561,6982,14561,737,1387855,"Java",1,0
16005410,14527,3095,14527,7,1003,"Java",0,0
88970564,14503,2674,14503,429,21963,"Java",1,0
76413186,14490,2613,14490,141,26589,"Java",1,0
118497841,14367,1469,14367,242,16920,"Java",1,0
11981144,14365,1504,14365,2103,6155276,"Java",1,0
46844958,14241,5173,14241,77,24346,"Java",1,0
14734876,14222,3841,14222,616,783461,"Java",1,0
173335706,14215,5026,14215,125,223497,"Java",0,0
113983289,14051,3228,14051,47,681135,"Java",1,0
8759133,14000,2440,14000,8,6721,"Java",1,0
87536046,13993,2877,13993,12,58474,"Java",1,0
593867048,13988,536,13988,47,62422,"Java",0,0
6358188,13976,3768,13976,807,414886,"Java",1,0
33082868,13892,6383,13892,26,1512,"Java",0,0
32610336,13874,2136,13874,81,1873,"Java",0,0
25459400,13821,3758,13821,518,270553,"Java",1,0
67778031,13758,4149,13758,20,4951,"Java",1,0
145098146,13745,2010,13745,125,3131,"Java",1,0
31865176,13664,2450,13664,20,8692,"Java",1,0
77993578,13594,3113,13594,579,542078,"Java",1,0
20570214,13546,1184,13546,0,61010,"Java",1,0
28550872,13462,3460,13462,437,6389,"Java",1,0
221862,13432,2476,13432,1000,81163,"Java",1,0
181012406,13375,8311,13375,5,39420,"Java",1,0
32313383,13103,2192,13103,379,8725,"Java",1,0
237867883,13096,2798,13096,42,421961,"Java",0,0
56829582,13038,2527,13038,46,11310,"Java",1,0
120463532,12922,3230,12922,102,3828,"Java",0,0
223881576,12911,5503,12911,9,54601,"Java",1,0
19082715,12908,2705,12908,1246,16481,"Java",1,0
1051476,12896,1172,12896,608,857515,"Java",1,0
22254856,12829,3128,12829,48,94564,"Java",0,0
75882172,12781,2329,12781,164,29469,"Java",1,0
160999,12750,7318,12750,222,154928,"Java",0,0
334274271,12734,2512,12734,2689,605859,"Java",1,0
20275545,12733,1685,12733,361,125316,"Java",1,0
166515022,12711,3558,12711,2579,302123,"Java",1,0
5198041,12701,3776,12701,136,12661,"Java",1,0
29703871,12689,1115,12689,85,2392,"Java",1,0
2626751,12614,2869,12614,237,7353,"Java",0,0
50205233,12607,2904,12607,137,80035,"Java",1,0
83799439,12562,1485,12562,661,739310,"Java",1,0
88111990,12549,2052,12549,465,1991,"Java",1,0
21113349,12464,2417,12464,66,297,"Java",1,0
23301468,12379,2646,12379,383,399,"Java",1,0
20651672,12372,3107,12372,56,5357,"Java",1,0
96704265,12305,2381,12305,14,1484,"Java",1,0
715605,12301,3901,12301,103,16941,"Java",1,0
65757761,12275,521,12275,97,22815,"Java",1,0
337054443,12191,325,12191,30,4973,"Java",1,0
50160261,12155,3362,12155,678,128963,"Java",0,0
49068243,12099,2229,12099,318,64991,"Java",1,0
224230574,12014,1384,12014,347,30382,"Java",0,0
161292091,12000,1933,12000,406,199709,"Java",1,0
27729926,11993,3983,11993,509,121755,"Java",0,0
98978879,11874,1618,11874,44,16215,"Java",1,0
6220644,11803,2134,11803,714,407274,"Java",1,0
46398090,11781,3432,11781,856,575270,"Java",0,0
129332826,11694,2413,11694,21,65725,"Java",1,0
9623064,11687,4147,11687,367,17446,"Java",1,0
1020533866,11631,1603,11631,214,102676,"Java",1,0
656264456,11571,2121,11571,716,30152,"Java",0,0
402945349,11558,2390,11558,977,675681,"Java",0,0
209921402,11553,2770,11553,20,36245,"Java",1,0
4084908,11483,1753,11483,396,65920,"Java",1,0
38415498,11469,4389,11469,144,21487,"Java",1,0
88703315,11464,1921,11464,133,325009,"Java",1,0
442430,11358,2282,11358,5,6897,"Java",0,0
22043847,11330,5158,11330,174,1200,"Java",1,0
2352744,11324,3956,11324,12,325678,"Java",0,0
250512612,11320,2179,11320,23,3382,"Java",1,0
745600812,11252,370,11252,208,8403,"Java",1,0
40786751,11191,1435,11191,31,3009,"Java",0,0
54783462,11171,2764,11171,7,6823377,"Java",1,0
48427914,11125,2209,11125,193,40720,"Java",1,0
45808756,11115,2416,11115,370,2620,"Java",1,0
23982180,11048,1383,11048,49,3503,"Java",1,0
4839957,11021,4963,11021,306,32085,"Java",1,0
3116751,11001,2321,11001,50,22510,"Java",1,0
62722814,10958,3021,10958,169,35263,"Java",1,0
7961991,10858,1388,10858,142,1954,"Java",0,0
747512,10836,1456,10836,0,19005,"Java",0,0
65885,10822,6489,10822,8,8087727,"Java",0,0
481412,10797,2592,10797,57,4245,"Java",1,0
83285138,10758,1788,10758,194,1726,"Java",1,0
203183673,10732,1961,10732,57,40781,"Java",1,0
668842323,10689,680,10689,25,23391,"Java",0,0
36793280,10626,1452,10626,291,8880,"Java",0,0
1388245,10609,4048,10609,119,3063,"Java",1,0
49712843,10588,2548,10588,470,84860,"Java",1,0
10230369,10554,1211,10554,87,49303,"Java",1,0
5793738,10527,6940,10527,683,132012,"Java",1,0
51199322,10498,2440,10498,275,143896,"Java",1,0
15040596,10491,2444,10491,10,21892,"Java",0,0
43370610,10437,1382,10437,100,587,"Java",1,0
1222504,10428,2175,10428,2,962191,"Java",0,0
66023605,10390,5846,10390,150,264414,"Java",1,0
65073648,10257,2359,10257,48,5963,"Java",1,0
434497397,10247,1171,10247,14,426465,"Java",0,0
2155793,10080,3950,10080,210,8657,"Java",0,0
11008076,10063,2717,10063,182,400422,"Java",1,0
31365325,9926,2008,9926,144,659,"Java",1,0
691911176,9922,1257,9922,36,2808,"Java",1,0
29012058,9904,1405,9904,57,26509,"Java",1,0
48446680,9891,1464,9891,40,635,"Java",1,0
125600395,9876,4254,9876,105,16083,"Java",1,0
61980073,9809,1553,9809,187,54749,"Java",0,0
10981994,9782,1936,9782,247,10873,"Java",1,0
44883053,9771,1878,9771,76,14399,"Java",1,0
21436816,9713,1263,9713,142,197125,"Java",1,0
95208623,9713,3744,9713,112,77,"Java",1,0
52344952,9703,2100,9703,191,29343,"Java",1,0
206424,9697,3860,9697,455,459439,"Java",0,0
679601811,9689,686,9689,90,169755,"Java",1,0
7170058,9676,1606,9676,239,1482961,"Java",0,0
1705960,9662,1568,9662,260,2503,"Java",1,0
1060001762,9652,970,9652,38,101381,"Java",1,0
7905539,9649,1788,9649,33,6114,"Java",1,0
33218414,9643,3539,9643,141,17586,"Java",1,0
26363421,9620,2049,9620,178,13780,"Java",1,0
12035487,9611,2113,9611,262,3580,"Java",1,0
19777812,9570,943,9570,198,111228,"Java",1,0
27519800,9542,3821,9542,952,19570,"Java",1,0
26568234,9527,2639,9527,173,3474,"Java",1,0
3148979,9493,6256,9493,1271,93742,"Java",1,0
134164777,9486,2873,9486,41,35278,"Java",1,0
10410764,9473,2241,9473,299,2861,"Java",1,0
91065402,9411,1660,9411,88,29032,"Java",1,0
1287669,9403,1713,9403,432,2479,"Java",0,0
84631679,9375,1845,9375,458,156817,"Java",1,0
2349728,9374,3423,9374,134,11945,"Java",1,0
49030451,9337,2139,9337,52,7036,"Java",1,0
688352,9316,2272,9316,938,136078,"Java",0,0
25062303,9291,3645,9291,129,12105,"Java",1,0
99412308,9239,2217,9239,478,53523,"Java",1,0
854337508,9191,2047,9191,380,230904,"Java",0,0
70780002,9178,2820,9178,394,240024,"Java",1,0
6072443,9160,2305,9160,347,1368,"Java",0,0
37844001,9084,858,9084,406,36831,"Java",0,0
95750391,9064,1537,9064,123,1010,"Java",1,0
343535217,8971,1075,8971,12,10312,"Java",1,0
218689982,8948,1650,8948,6,10737,"Java",1,0
24628923,8940,2201,8940,254,8930,"Java",1,0
33390523,8920,2024,8920,9,153,"Java",1,0
12499251,8911,4089,8911,1015,253087,"Java",1,0
1680733,8908,1682,8908,121,758422,"Java",1,0
246464565,8844,1936,8844,124,907961,"Java",1,0
29955458,8840,1853,8840,47,460,"Java",1,0
81226206,8836,2025,8836,30,30961,"Java",1,0
140543886,8794,3033,8794,157,77779,"Java",1,0
143175496,8796,1822,8796,933,16665,"Java",1,0
2404027,8787,1650,8787,41,27015,"Java",1,0
51727325,8770,1712,8770,112,9364,"Java",1,0
158256479,8721,3152,8721,637,112186,"Java",1,0
45717250,194684,75279,194684,4363,1303379,"C++",0,1
29028775,125657,25143,125657,1300,964168,"C++",1,1
9384267,120850,17130,120850,854,197377,"C++",0,1
15634981,109355,24970,109355,18071,1797600,"C++",0,1
612354784,103387,16774,103387,1479,378003,"C++",1,1
100060912,102665,9210,102665,1723,164246,"C++",1,1
1181927,88794,38900,88794,699,311171,"C++",0,1
5108051,87072,56555,87072,2745,555054,"C++",1,1
619959033,77323,8337,77323,757,44678,"C++",1,1
22887094,73466,10599,73466,476,53817,"C++",1,1
22067521,72573,11693,72573,1233,125511,"C++",1,1
23357588,71074,16099,71074,280,218414,"C++",1,1
808045485,62327,2938,62327,670,432656,"C++",0,1
311683390,53138,2358,53138,343,52363,"C++",0,1
11171548,49387,7356,49387,104,241710,"C++",0,1
541269386,48552,5403,48552,1167,33867,"C++",1,1
33791743,48073,2709,48073,580,63505,"C++",1,1
60246359,46847,8294,46847,5823,5513551,"C++",1,1
27729880,44622,11118,44622,1255,604395,"C++",0,1
98771110,43965,3649,43965,1278,16715,"C++",1,1
196813750,43043,8825,43043,9,1331,"C++",1,1
1116542,40596,3842,40596,1141,31491,"C++",1,1
81227005,39701,4326,39701,305,269041,"C++",1,1
23405758,38961,8179,38961,380,1848,"C++",0,1
39840932,38461,10734,38461,534,14135,"C++",0,1
120887835,37717,8118,37717,2,5713,"C++",1,1
138754790,37389,3136,37389,661,423484,"C++",0,1
23129458,36511,7951,36511,1920,47045,"C++",0,1
3351871,36480,4613,36480,2550,295762,"C++",1,1
438803890,35984,1835,35984,117,62241,"C++",0,1
470730648,35031,1671,35031,185,74262,"C++",1,1
191820100,34688,5907,34688,607,606573,"C++",1,1
12791642,34654,18523,34654,1182,76170,"C++",1,1
63477612,34043,7758,34043,24,140614,"C++",0,1
89247811,33953,8054,33953,359,86496,"C++",1,1
259463685,33662,1532,33662,212,100028,"C++",1,1
160083795,33086,3319,33086,750,238718,"C++",0,1
55626935,31826,1679,31826,953,49191,"C++",0,0
6934395,31617,6793,31617,1470,239208,"C++",1,0
365005377,31569,975,31569,488,9758,"C++",1,0
19374812,31386,6587,31386,963,271973,"C++",1,0
168008797,30903,5739,30903,462,39747,"C++",0,0
125098880,30762,1381,30762,5047,152954,"C++",1,0
556675672,30740,2090,30740,137,54678,"C++",1,0
437245741,30338,1167,30338,314,24053,"C++",0,0
4524181,30325,5865,30325,459,55281,"C++",1,0
5736080,30277,5409,30277,3851,2459381,"C++",0,0
90902132,29674,1884,29674,664,27276,"C++",0,0
1200050,29471,5704,29471,14,164709,"C++",1,0
193305104,29173,3505,29173,603,43246,"C++",1,0
34777562,28730,5666,28730,38,261820,"C++",1,0
26038648,28638,5115,28638,46,42710,"C++",1,0
16587283,28259,8867,28259,467,36530,"C++",1,0
108110,28235,5764,28235,25,1321932,"C++",1,0
74660642,28135,2380,28135,919,60231,"C++",1,0
65214191,27819,5328,27819,1768,296334,"C++",1,0
33014811,27643,5164,27643,2881,310173,"C++",1,0
1357796,27312,3513,27312,2439,264411,"C++",1,0
6452529,26998,1854,26998,1352,283668,"C++",1,0
60273704,26749,4101,26749,151,50588,"C++",1,0
52729242,26558,1742,26558,850,78184,"C++",1,0
96246170,26539,9949,26539,1025,3393134,"C++",1,0
19953044,25778,3537,25778,182,22146,"C++",1,0
197275130,25682,1713,25682,1267,43644,"C++",0,0
40892817,25599,6095,25599,717,83317,"C++",1,0
850267588,25592,5549,25592,577,9018,"C++",1,0
79317191,25586,876,25586,786,14379,"C++",0,0
66088979,25398,3091,25398,20,39333,"C++",0,0
724854743,25354,1681,25354,168,67984,"C++",0,0
25135037,25105,4518,25105,189,1439900,"C++",1,0
24420506,24966,4250,24966,13,1171643,"C++",1,0
689773665,24129,1316,24129,208,27690,"C++",1,0
19416551,23903,2332,23903,824,35231,"C++",1,0
65711522,23814,5984,23814,1515,548005,"C++",1,0
126412363,23632,1235,23632,133,90714,"C++",1,0
120360765,23416,8775,23416,14,62617617,"C++",0,0
7056202,23414,2867,23414,11,17735,"C++",0,0
29397594,23413,2233,23413,4,64056,"C++",1,0
11892946,23230,3245,23230,67,78590,"C++",0,0
22394357,23208,2562,23208,565,27766,"C++",0,0
95879426,23089,4412,23089,1186,33743,"C++",1,0
63037806,21923,905,21923,276,138909,"C++",0,0
420580521,21616,1242,21616,71,15114,"C++",1,0
251383553,21307,5440,21307,0,8446,"C++",0,0
34864402,20809,6715,20809,2007,101275,"C++",1,0
1217614,20639,6517,20639,427,1644094,"C++",0,0
1062572,20309,3217,20309,422,33154,"C++",0,0
384520418,20293,2550,20293,645,1021165,"C++",0,0
143455116,19978,2157,19978,209,1089502,"C++",0,0
156939672,19850,3822,19850,1343,1536019,"C++",1,0
107794782,19670,3042,19670,95,927,"C++",1,0
186309296,19517,1463,19517,18,34817,"C++",0,0
122758193,19451,1711,19451,100,574222,"C++",1,0
189205663,19397,4232,19397,122,57302,"C++",1,0
78483432,19347,1224,19347,304,13187,"C++",0,0
1093228,18981,7082,18981,1610,1051276,"C++",1,0
117948953,18866,1441,18866,11,26545,"C++",1,0
5133949,18854,3157,18854,9,55205,"C++",0,0
52422583,18831,758,18831,529,2198,"C++",1,0
54360307,18794,1847,18794,54,5251,"C++",0,0
18503721,18733,1526,18733,149,27140,"C++",1,0
104732438,18662,1355,18662,505,15960,"C++",1,0
455600,18613,3075,18613,535,877166,"C++",1,0
53658802,18597,2133,18597,65,379466,"C++",1,0
149111813,18544,1984,18544,5,48198,"C++",1,0
6520784,18538,2259,18538,1121,154058,"C++",1,0
3319040,18518,3217,18518,13,149,"C++",0,0
64991887,18242,3998,18242,496,25051,"C++",0,0
81887991,18106,4874,18106,724,376796,"C++",1,0
213916896,18087,2856,18087,0,1683839,"C++",0,0
25449064,18050,4933,18050,56,3164,"C++",1,0
27500243,17931,2153,17931,127,315354,"C++",1,0
76990209,17802,4088,17802,481,69617,"C++",1,0
38581626,17804,2298,17804,720,13106,"C++",1,0
76222419,17623,3690,17623,511,366367,"C++",1,0
46918116,17602,4239,17602,839,935217,"C++",1,0
102343794,17483,4100,17483,457,42353,"C++",1,0
2200856,17366,19689,17366,806,257211,"C++",0,0
67031040,17356,1500,17356,21,78391,"C++",0,0
48009214,17225,1194,17225,751,365263,"C++",1,0
104231541,17192,3001,17192,219,20470,"C++",0,0
192025001,16994,3207,16994,50,25596,"C++",0,0
106558568,16950,1100,16950,324,25062,"C++",1,0
3925242,16937,2076,16937,319,321070,"C++",0,0
86897963,16892,3989,16892,121,156229,"C++",1,0
131449222,16802,1023,16802,514,356535,"C++",1,0
32921736,16778,2532,16778,1489,393493,"C++",1,0
51905353,16658,4071,16658,3092,227982,"C++",0,0
9647856,16629,1926,16629,376,164115,"C++",0,0
